seller_id,seller_state,n_orders,avg_order_value,avg_delivery_time,late_delivery_rate,avg_customer_distance,avg_review_score,low_review_rate,n_customer_states,n_items,revenue,avg_item_value,avg_freight_per_item,n_products,n_categories
05a48cc8859962767935ab9087417fbb,SP,1,42.9,11.276516203703704,0.0,388.4609979217555,5.0,0.0,1,1,42.9,42.9,16.49,1,1
7b8e8ec35bad4b0ef7e3963650b0a87b,SC,5,448.85599999999994,21.90199074074074,0.2,469.4724212280627,4.8,0.0,3,5,2244.2799999999997,448.85599999999994,74.404,3,2
1444c08e64d55fb3c25f0f09c07ffcf2,BA,1,2749.0,10.39494212962963,0.0,1465.9475358263683,1.0,1.0,1,1,2749.0,2749.0,69.74,1,1
166e8f1381e09651983c38b1f6f91c11,SC,2,39.4,14.728483796296295,0.0,604.7211793902292,5.0,0.0,2,2,78.8,39.4,15.1,1,0
e38db885400cd35c71dfd162f2c1dbcf,DF,30,68.89333333333335,12.858261959876542,0.1,932.784405775826,4.466666666666667,0.06666666666666667,9,32,2066.8,64.5875,20.9609375,17,1
d2e753bb80b7d4faa77483ed00edc8ca,BA,14,94.33571428571429,12.98053902116402,0.07142857142857142,944.9800247342612,3.6785714285714284,0.07142857142857142,8,15,1320.7,88.04666666666667,30.282666666666668,9,2
f9ec7093df3a7b346b7bcf7864069ca3,SP,9,57.6888888888889,6.317723765432099,0.0,441.9777322260274,4.777777777777778,0.0,5,9,519.2,57.6888888888889,13.214444444444446,9,5
4e6015589b781adaa5ce7f1892d06bb1,SP,3,228.0,5.894976851851851,0.0,124.23537520421775,3.6666666666666665,0.0,2,3,684.0,228.0,18.833333333333332,1,1
4cf490a58259286ada5ba8525ba9e84a,SP,7,153.6142857142857,24.765550595238096,0.0,807.4994778197115,3.4285714285714284,0.2857142857142857,5,7,1075.3,153.6142857142857,20.364285714285717,6,1
f7496d659ca9fdaf323c0aae84176632,SP,25,193.5068,12.427496296296297,0.04,445.53461771967864,4.56,0.08,9,26,4837.67,186.06423076923076,30.93307692307692,15,2
2ff97219cb8622eaf3cd89b7d9c09824,SP,87,49.874712643678166,8.974518545125585,0.034482758620689655,393.2060040922348,4.540229885057471,0.034482758620689655,14,94,4339.1,46.160638297872346,14.463829787234042,44,14
8bd0e3abda539b9479c4b44a691be1ec,RS,6,70.95833333333333,23.688628472222224,0.3333333333333333,841.4310595716362,2.5,0.5,4,12,425.75,35.479166666666664,17.68916666666667,6,1
2a1348e9addc1af5aaa619b1a3679d6b,MG,48,56.19583333333333,27.313096788194443,0.2708333333333333,582.2843621828589,3.1702127659574466,0.3617021276595745,12,51,2697.4,52.89019607843137,14.262156862745098,33,12
116ccb1a1604bc88e4d234a8c23f33de,SP,61,32.86704918032787,9.04657786885246,0.03278688524590164,362.2204393857738,4.639344262295082,0.03278688524590164,11,73,2004.89,27.464246575342468,12.923835616438355,27,5
430315b7bb4b6e4b3c978f9dfa9b0558,SP,19,150.7578947368421,13.557284356725146,0.05263157894736842,562.615384530722,3.9473684210526314,0.21052631578947367,8,20,2864.4,143.22,27.508,13,8
406822777a0b9eb5c50e442dd4cd3ec5,SP,44,80.6384090909091,13.384291351010102,0.11363636363636363,473.4382791228627,4.325581395348837,0.09302325581395349,11,46,3548.09,77.13239130434783,19.589565217391304,18,2
4dbd95a08b31ede5c82d3f861cb1ce1a,PR,4,92.69500000000001,12.341614583333333,0.0,1474.8771052743182,4.75,0.0,4,4,370.78000000000003,92.69500000000001,23.285,4,2
e9e446d01bd10a97a8ffcfc4a3a20cb2,SP,3,17.05,5.304830246913579,0.0,43.072029489603466,4.333333333333333,0.0,1,3,51.15,17.05,7.39,3,1
d52cbce9845184537284a23c3bc3da0e,SC,2,37.5,10.566354166666667,0.0,669.5746980067422,5.0,0.0,2,4,75.0,18.75,15.945,3,1
d9a84e1403de8da0c3aa531d6d108ba6,SP,53,26.137735849056604,7.519655616701606,0.05660377358490566,433.00946845072855,4.584905660377358,0.05660377358490566,13,58,1385.3,23.88448275862069,12.480172413793104,35,5
9c690ceacd5c66731bf443ea810195cb,MG,10,87.17999999999999,7.593199074074074,0.0,241.42865305599554,4.3,0.1,3,12,871.8,72.64999999999999,20.768333333333334,2,2
1f9ab4708f3056ede07124aad39a2554,SP,76,175.17013157894738,14.516997593810917,0.05263157894736842,880.8227531148146,4.093333333333334,0.08,16,77,13312.93,172.89519480519482,30.90545454545455,5,1
1961c3e1272bfeceb05d0b78b5bbfdaf,SP,2,328.5,6.7361921296296305,0.0,392.58606871445136,4.5,0.0,2,3,657.0,219.0,13.003333333333332,1,1
d3e7d37c0df9aef383f3f2a15b0dddfb,PR,1,161.0,13.07738425925926,0.0,647.7267299561676,5.0,0.0,1,1,161.0,161.0,40.34,1,1
ec2e006556300a79a5a91e4876ab3a56,SP,2,38.7,13.50111689814815,0.5,21.753494961116527,1.5,1.0,1,6,77.4,12.9,8.055,1,1
b2a6d334e2833acea353624840e25a0e,SP,25,66.0392,10.790025,0.0,646.1675385430037,4.48,0.08,11,26,1650.98,63.49923076923077,14.908076923076923,6,4
d3674f271c91f824f82d24d92011f669,DF,20,85.91499999999999,13.77093576388889,0.1,776.2168674500291,4.1,0.15,8,20,1718.3,85.91499999999999,19.176,6,2
768de2a4fc06aacecb9a586ccc30746a,DF,13,34.05384615384615,14.864153311965813,0.0,814.6090468237643,4.384615384615385,0.07692307692307693,6,13,442.7,34.05384615384615,17.00076923076923,2,2
a81466620e46a6970b22ef40379fdfc9,SC,2,160.9,7.190133101851853,0.0,497.3450798614165,5.0,0.0,2,2,321.8,160.9,16.49,1,1
5c030029b5916fed0986310385ec9009,SC,7,594.9142857142857,6.232266865079366,0.0,893.4122245237083,4.857142857142857,0.0,7,10,4164.4,416.43999999999994,91.55,6,1
c0f783394e37cd9c9d7f5f81141450fa,SP,6,41.56666666666666,13.170179398148148,0.0,394.9263941264764,3.6,0.2,4,6,249.39999999999998,41.56666666666666,14.558333333333332,5,0
c353f8fc0ce8344999f17d578eb69a5e,RS,2,87.99,9.96112847222222,0.0,1237.8981141414758,5.0,0.0,2,2,175.98,87.99,18.295,1,1
8444e55c1f13cd5c179851e5ca5ebd00,MG,92,233.4886956521739,21.080529388083736,0.06521739130434782,438.4039099546705,3.369565217391304,0.32608695652173914,15,102,21480.96,210.59764705882353,19.26186274509804,52,12
28a26ebce31d5918b181ede016fd693b,MG,1,29.9,11.071064814814815,0.0,672.1723026958725,5.0,0.0,1,1,29.9,29.9,17.14,1,1
41ab63a91b8b264e8c8780368bf1dd5b,MG,12,214.32916666666665,16.308802083333333,0.0,684.9384972163895,4.25,0.16666666666666666,6,13,2571.95,197.84230769230768,23.25153846153846,9,7
8759e7aedd644f487315e5860962f162,SP,3,209.0,32.80336033950618,0.3333333333333333,1055.8252445371047,3.6666666666666665,0.3333333333333333,3,3,627.0,209.0,55.446666666666665,1,1
e546117ed9cafbc40239c0c78635c584,SP,2,228.0,6.369074074074074,0.0,246.71267878363133,4.5,0.0,2,2,456.0,228.0,14.17,1,1
d71d863e5ef30d94e440c11be17dcd8f,SP,23,402.0391304347826,19.15844555152979,0.13043478260869565,732.9394106195533,3.3333333333333335,0.38095238095238093,10,30,9246.9,308.22999999999996,22.439666666666668,6,5
0c7533c71df861ec58ad7ff999ed0e8d,SP,61,49.00491803278688,10.811724537037039,0.04918032786885246,469.3662398095191,4.147540983606557,0.14754098360655737,13,73,2989.2999999999997,40.94931506849315,11.975479452054795,29,1
ef990a83bbea832f36ebe81376335aa8,SC,43,107.96720930232559,16.922471468561582,0.20930232558139536,772.8416772956479,3.627906976744186,0.2558139534883721,9,44,4642.59,105.5134090909091,20.787499999999998,8,2
41e0fa5761c886a630994a55c12087e7,SP,5,84.72,10.239402777777778,0.0,174.14896502558955,5.0,0.0,2,5,423.6,84.72,13.662,2,1
0747d5bb69f0586cc869d8af4c50f93e,RJ,12,26.900000000000002,14.152275270061729,0.08333333333333333,497.0361264272257,3.75,0.25,7,13,322.8,24.83076923076923,13.956923076923077,9,1
7d294cf9a6a69dc6a0c3e540fff0e039,SC,5,51.45,8.816810185185187,0.0,619.8746186365846,4.4,0.0,5,5,257.25,51.45,38.826,1,1
c89cf7c468a48af70aada384e722f9e2,RJ,14,53.214285714285715,14.189191468253968,0.07142857142857142,522.7671210077702,4.0,0.15384615384615385,8,14,745.0,53.214285714285715,16.143571428571427,7,1
b7ba853e9551f4558440881fd3e5c815,RS,1,136.9,34.95599537037037,0.0,1079.4457397173692,1.0,1.0,1,1,136.9,136.9,25.7,1,1
13c2ed7698b3ca92dad49e849219da59,PR,8,62.32625,10.88997974537037,0.0,545.457974439726,4.375,0.125,6,9,498.61,55.40111111111111,17.186666666666667,7,1
cbbd5ae8f53de5f5097cd8217b529e24,SP,1,175.9,20.768761574074073,0.0,1521.7933122845639,4.0,0.0,1,1,175.9,175.9,32.26,1,1
02ecc2a19303f05e59ce133fd923fff7,SP,21,250.67571428571432,11.091394400352733,0.0,487.9402537629027,4.619047619047619,0.047619047619047616,10,24,5264.19,219.34124999999997,19.925416666666667,17,3
c013e57c075a06e5b5c48ee03c525719,SP,42,46.94166666666666,9.190875220458553,0.047619047619047616,501.51299286389906,4.238095238095238,0.09523809523809523,12,45,1971.55,43.81222222222222,19.04688888888889,13,1
55f7a3319d80f7fdf078b8f03e6725fe,SP,22,136.99,6.7771659301346805,0.045454545454545456,400.84071156251974,3.772727272727273,0.18181818181818182,7,22,3013.78,136.99,18.485,4,2
2d50d6282f8aa2257819a77bfaa0efe0,SP,42,71.63047619047619,13.652660659171076,0.09523809523809523,560.8087080557139,3.8095238095238093,0.19047619047619047,9,43,3008.48,69.9646511627907,17.538837209302326,14,3
b7e1750c1157341d2abd0251e07c186b,SP,3,53.199999999999996,10.344594907407407,0.0,614.4033372752701,4.333333333333333,0.0,3,4,159.6,39.9,15.24,4,2
b90e891671cffd9557f33a97dc523645,PR,34,130.85294117647058,7.635536832788671,0.0,475.27364127635343,4.323529411764706,0.08823529411764706,7,39,4449.0,114.07692307692308,16.213076923076922,13,2
a416b6a846a11724393025641d4edd5e,SP,157,158.79133757961785,12.49271017633876,0.10828025477707007,626.2269215394292,4.2165605095541405,0.14012738853503184,21,176,24930.24,141.64909090909092,16.679318181818182,109,2
7e93a43ef30c4f03f38b393420bc753a,SP,319,520.3181504702194,11.314592621618484,0.047021943573667714,675.1360742828571,4.364779874213837,0.08176100628930817,21,322,165981.49,515.4704658385093,18.60888198757764,175,7
f410c8873029fcc3809b9df6d0b28914,SP,2,144.9,7.698258101851852,0.0,556.7446660500406,5.0,0.0,2,2,289.8,144.9,18.65,2,1
ef506c96320abeedfb894c34db06f478,SP,316,30.242088607594937,13.462722178270042,0.07911392405063292,780.2935963663749,3.961783439490446,0.1624203821656051,24,332,9556.5,28.78463855421687,15.338253012048193,115,4
a13aaf2d2886ab9fb30fb9a920160b8f,SC,4,252.88,9.351059027777778,0.25,243.29583550402492,4.5,0.0,2,4,1011.52,252.88,18.5775,1,1
7299e27ed73d2ad986de7f7c77d919fa,MG,335,101.8132537313433,11.29805800856827,0.041791044776119404,662.1740622568642,4.429850746268657,0.06567164179104477,20,358,34107.44,95.27217877094972,19.00695530726257,88,13
8a9260f2b0340411d6d2a56bcf4f7378,MG,8,157.0,10.00283130787037,0.0,528.0903107781572,4.75,0.0,4,9,1256.0,139.55555555555554,15.66,4,4
dedcab67899479e4ea5dcc4eba47f587,SC,2,42.0,5.555057870370371,0.0,57.508848132982976,4.5,0.0,2,2,84.0,42.0,10.82,1,1
b2479f944e1b90cf8a5de1bbfde284d6,SP,101,46.20326732673267,15.400404519618627,0.1188118811881188,550.9382177083902,3.5,0.28,14,129,4666.53,36.174651162790695,17.11395348837209,37,3
7722b1df1b0e383e000397b2c11e3e19,SP,133,52.981954887218045,8.353897852269561,0.03007518796992481,384.5525843220745,4.2272727272727275,0.11363636363636363,17,144,7046.6,48.93472222222223,14.301944444444445,76,8
731ef20c231d9a7103a425e83fd91271,SC,2,846.0,12.976006944444446,0.0,1171.417960324084,3.5,0.0,2,3,1692.0,564.0,168.53333333333333,1,1
78813699ffac347fe27dba345a5f1551,RS,1,152.42,9.042847222222223,0.0,1087.5695055006963,5.0,0.0,1,1,152.42,152.42,48.12,1,1
3296662b1331dea51e744505065ae889,SP,1,517.8,3.404826388888889,0.0,197.79254315137453,5.0,0.0,1,1,517.8,517.8,27.71,1,1
411f3b52d857390502ee4e4d5ceabc2d,SP,21,85.90523809523809,9.823347111992945,0.09523809523809523,327.93634876831806,4.105263157894737,0.15789473684210525,7,30,1804.01,60.13366666666666,12.623666666666667,13,4
bba3293d6f5d5af2f415e004e8b93ae3,SP,17,688.3588235294118,12.072742374727667,0.058823529411764705,632.9998237862127,4.294117647058823,0.11764705882352941,9,17,11702.1,688.3588235294118,19.217058823529413,7,2
4e7c18b98d84e05cbae3ff0ff03846c2,SP,81,111.59135802469136,12.090135888203019,0.037037037037037035,568.0057039630608,4.2125,0.175,15,88,9038.9,102.71477272727272,32.08477272727273,31,4
b56906f7fd1696e043f1bcce164c487b,SP,40,53.71225,12.87296412037037,0.05,855.9479966032102,4.0,0.2,9,42,2148.49,51.1545238095238,20.165,20,2
d650b663c3b5f6fb392b6326366efa9a,SP,57,321.6824561403509,9.836265432098765,0.05263157894736842,450.8534888421281,4.368421052631579,0.07017543859649122,10,57,18335.9,321.6824561403509,14.949298245614035,29,2
669ae81880e08f269a64487cfb287169,SC,161,81.57683229813665,12.194995542903152,0.043478260869565216,693.0232093510429,4.2625,0.11875,14,185,13133.87,70.99389189189189,18.115297297297296,16,3
c2d70ce2c5d0a2eb75e78668236e6dc8,SP,13,190.06923076923078,8.32455039173789,0.0,420.24346918118994,4.615384615384615,0.0,7,15,2470.9,164.72666666666666,15.267999999999999,4,1
674207551483fec113276b67b0d871ff,SP,1,119.9,1.869537037037037,0.0,97.16448392304633,5.0,0.0,1,1,119.9,119.9,13.94,1,1
abe42c5d03695b4257b5c6cbf4e6784e,RJ,49,346.9387755102041,14.357426303854876,0.16326530612244897,714.7776901574048,3.9583333333333335,0.16666666666666666,13,49,17000.0,346.9387755102041,19.337755102040816,36,2
1996942dc085d7773ba77a529b163cd0,SP,9,264.8355555555556,11.793770576131687,0.0,875.0358700387328,4.222222222222222,0.1111111111111111,5,9,2383.52,264.8355555555556,20.586666666666666,7,2
79b93a308a97792cf53ac75f46da00b5,RJ,1,99.9,22.515162037037037,0.0,1208.427434687936,5.0,0.0,1,1,99.9,99.9,16.14,1,1
7cf4ea70955b00d6b3c22542598e2715,SP,1,189.9,7.103148148148148,0.0,327.80290950538193,5.0,0.0,1,1,189.9,189.9,14.91,1,1
63ffcb71394dd8ea3872ed9ffda17c74,RJ,17,23.470588235294116,13.25094566993464,0.058823529411764705,498.5917638846634,3.176470588235294,0.29411764705882354,8,17,399.0,23.470588235294116,15.571764705882355,5,1
83353a83fd769dfafa4f21a72b15e3e5,SP,5,115.9,18.56,0.2,375.2846516051289,3.8,0.2,3,5,579.5,115.9,18.966,5,1
cda598c48d7c614bc1cad7d8ff6f0010,SP,17,65.80000000000001,7.950499046840959,0.0,537.5114199158797,4.0588235294117645,0.058823529411764705,6,18,1118.6000000000001,62.14444444444445,16.755555555555556,4,4
d4910f1cdcfdabd48d6b316e395d4a23,SP,11,104.26181818181819,6.125251473063972,0.0,397.1337386109089,4.909090909090909,0.0,5,12,1146.88,95.57333333333334,17.919999999999998,2,1
709e16e2b25c7474d980076c6bfc4806,SP,60,85.865,10.642324652777777,0.03333333333333333,702.9561515164637,4.516666666666667,0.016666666666666666,13,80,5151.9,64.39874999999999,15.337,39,5
9dc79dd988ac42f4d56c340d7048420a,SP,4,187.4,6.52150462962963,0.0,844.1502785165885,4.75,0.0,4,4,749.6,187.4,23.5825,3,1
276677b5d08786d5dce7c2149dcce48b,MG,31,110.45806451612903,12.060317727001195,0.06451612903225806,544.8051624862342,4.032258064516129,0.1935483870967742,10,45,3424.2,76.09333333333333,17.005555555555556,18,6
9c4d31c7e46ab03a43fc06e3142afd4e,RJ,2,609.45,6.894334490740741,0.0,406.18414461681107,4.5,0.0,2,2,1218.9,609.45,21.910000000000004,2,1
512d298ac2a96d1931b6bd30aa21f61d,RJ,11,672.9036363636363,10.706315235690235,0.0,488.0044391374982,4.2727272727272725,0.18181818181818182,5,12,7401.94,616.8283333333333,26.8275,8,3
422be4cc81a457fdb46f47edeb968ae5,SP,1,239.9,18.136979166666666,0.0,320.84554023468223,5.0,0.0,1,1,239.9,239.9,77.47,1,1
99cd94252748d2bdde08e17858233602,SP,2,79.9,3.0130844907407406,0.0,64.28143691843736,4.5,0.0,1,2,159.8,79.9,10.760000000000002,1,1
698624c6632eeba1774924dbea24c700,SP,1,19.9,6.968645833333333,0.0,500.233572295314,5.0,0.0,1,1,19.9,19.9,15.23,1,0
8bb48dc19fccaa8613b6229bf7f452a2,SP,82,51.10634146341464,11.476086833785004,0.024390243902439025,666.364876260345,4.414634146341464,0.08536585365853659,15,95,4190.72,44.11284210526316,19.55157894736842,47,4
ad87df7699e83b8a91822a4a0b765c3a,SP,5,61.98,10.893604166666666,0.0,717.2690373770718,4.0,0.0,4,6,309.9,51.65,13.229999999999999,5,2
d6b664fa0667064c6d76394e7848d790,SP,6,1013.3333333333334,17.545335648148146,0.0,899.6349514508488,4.833333333333333,0.0,6,6,6080.0,1013.3333333333334,54.056666666666665,2,1
98f52e1020fe788c10c0418de4393fec,RJ,1,21.6,9.267129629629629,0.0,548.3119363451525,4.0,0.0,1,1,21.6,21.6,15.1,1,1
62760d278921b5f352461620d68a9cee,SP,3,132.33333333333334,19.679513888888888,0.3333333333333333,332.0457066790523,3.6666666666666665,0.3333333333333333,2,3,397.0,132.33333333333334,17.7,2,1
eb72802c83dc7547529c9546d1a9b8ef,SP,8,132.99,6.2112832754629625,0.0,270.988953741704,4.625,0.125,3,8,1063.92,132.99,14.71375,7,6
3f9be91358837bff69df67edfa3e42e8,PR,7,81.38571428571429,9.842959656084657,0.0,561.7617528844542,4.428571428571429,0.14285714285714285,3,7,569.7,81.38571428571429,18.90857142857143,4,1
1d4587203296c8f4ad134dc286fa6db0,SP,40,57.1875,9.463649884259258,0.025,568.1322235151713,4.35,0.1,11,41,2287.5,55.792682926829265,15.961219512195122,29,1
791cfcfe22fe4a771ece27f90017da92,SP,1,298.13,28.20550925925926,1.0,512.0827951572389,1.0,1.0,1,1,298.13,298.13,17.85,1,1
392f7f2c797e4dc077e4311bde2ab8ce,RN,2,26.0,5.309016203703703,0.0,708.0985897155631,5.0,0.0,2,2,52.0,26.0,18.28,1,1
0c8380b62e38e8a1e6adbeba7eb9688c,MG,180,95.71661111111112,12.980510288065846,0.05,455.16452959465687,4.073033707865169,0.1348314606741573,15,218,17228.99,79.0320642201835,18.67775229357798,92,3
37be5a7c751166fbc5f8ccba4119e043,SP,269,203.4778810408922,10.649036512116204,0.026022304832713755,583.8517665953756,4.323308270676692,0.09022556390977443,21,278,54735.55,196.8904676258993,21.659028776978417,9,2
87d73636a3acf123e842bb890a4db036,SP,1,269.9,13.000717592592592,0.0,492.8118344171679,5.0,0.0,1,1,269.9,269.9,43.71,1,1
3d3ccf2b2f8134b10dce9dd446f0e075,SP,3,202.86666666666667,16.772862654320985,0.3333333333333333,985.0787727981341,3.3333333333333335,0.3333333333333333,3,3,608.6,202.86666666666667,47.31,3,1
e24d3429d294b2eb200b064ebb035879,SP,19,98.87263157894736,7.711454678362573,0.05263157894736842,681.5438727682592,4.2631578947368425,0.10526315789473684,10,22,1878.58,85.39,16.914545454545454,14,1
44073f8b7e41514de3b7815dd0237f4f,DF,142,129.44112676056338,13.152955301251957,0.035211267605633804,930.9043287765518,3.74468085106383,0.20567375886524822,21,151,18380.64,121.72609271523179,20.78708609271523,76,14
05ca864204d09595ae591b93ea9cf93d,SP,1,179.9,5.168472222222222,0.0,19.55958415080784,5.0,0.0,1,1,179.9,179.9,8.52,1,1
9d39404483343dd55c7ae254494d8388,SP,10,29.32,14.386840277777779,0.1,776.3571255538584,3.5,0.3,6,10,293.2,29.32,14.107999999999999,4,1
75745ef7bc7d4f3ea3380f6f5303f514,DF,3,76.13333333333334,5.69443287037037,0.0,891.4876471460757,5.0,0.0,2,3,228.4,76.13333333333334,16.30666666666667,3,2
0692610d8abe24f287e9fae90ea0bbee,SP,4,43.4975,6.603399884259259,0.25,13.918510769932677,4.0,0.0,1,4,173.99,43.4975,7.9325,3,2
7b07b3c7487f0ea825fc6df75abd658b,SP,91,101.75241758241758,9.585440705128205,0.04395604395604396,449.6506271788231,4.417582417582418,0.0989010989010989,13,96,9259.47,96.4528125,13.465520833333334,65,2
99002261c568a84cce14d43fcffb43ea,MT,36,113.55555555555556,16.837109374999997,0.05555555555555555,1179.876934060337,3.7222222222222223,0.16666666666666666,13,36,4088.0,113.55555555555556,30.56472222222222,19,2
e5899683388855d3dabe8913bbe365de,SP,3,150.96,7.7213618827160495,0.0,1007.0788687114841,4.0,0.0,3,3,452.88,150.96,26.993333333333336,3,1
784ba75dd9d20200c4caed3d7a77141a,SP,19,428.5436842105263,13.691990740740742,0.10526315789473684,557.5033167090627,4.131578947368421,0.15789473684210525,8,22,8142.33,370.1059090909091,27.273636363636363,11,3
099095b050cfe8eb1ddff5317587e96e,SP,16,312.74,11.334448061342593,0.1875,354.5084061082537,3.375,0.375,5,19,5003.84,263.36,36.9521052631579,11,8
0ad80de75c811326389cfb1daba7d45e,RJ,6,241.56666666666663,8.998383487654321,0.0,415.1090069455843,5.0,0.0,5,6,1449.3999999999999,241.56666666666663,19.22,6,1
b9a03475e6447e631b6799ec8274800f,PR,10,134.91,10.848541666666666,0.0,982.2459954884504,4.2,0.1,6,11,1349.1,122.64545454545454,26.816363636363636,7,3
ba6b4a237f92479743cf0ca06b67a9ac,RJ,8,100.23625,12.598758680555555,0.125,553.7448923083084,4.25,0.125,4,8,801.89,100.23625,13.9775,5,5
ea00f977a203ff88adf7057cb7806998,SP,18,21.20722222222222,5.417617669753087,0.05555555555555555,134.7750747473702,4.277777777777778,0.05555555555555555,3,18,381.72999999999996,21.20722222222222,9.793888888888889,5,1
82e0a475a88cc9595229d8029273f045,SP,41,262.1468292682927,16.00178071364047,0.0975609756097561,797.3596301286868,3.6341463414634148,0.2926829268292683,16,79,10748.02,136.05088607594936,18.587088607594936,38,1
ad75519a07f039025e83795a4418470f,GO,3,100.7,9.542349537037039,0.0,656.7539834615704,3.6666666666666665,0.3333333333333333,2,9,302.1,33.56666666666667,12.86888888888889,3,1
ed4acab38528488b65a9a9c603ff024a,SP,31,408.01483870967746,9.886824223416966,0.0,411.43901011899914,3.806451612903226,0.1935483870967742,9,39,12648.460000000001,324.3194871794872,15.414871794871793,29,4
f0837c8d71434931d9e38e7b79234797,RS,22,156.67727272727274,11.822301136363636,0.045454545454545456,888.6677520852423,4.590909090909091,0.0,8,23,3446.9,149.86521739130436,26.19391304347826,8,1
fce62094ffe6a4009188ec44e681dfdd,SP,4,742.425,13.50243923611111,0.25,819.9278330199476,4.0,0.25,3,11,2969.7,269.97272727272724,43.902727272727276,3,3
ebef8d8c92b4fd3226e5d407bbff21ac,SP,3,84.56666666666668,40.11726851851852,0.3333333333333333,315.4078423066126,2.6666666666666665,0.3333333333333333,2,3,253.70000000000002,84.56666666666668,16.12,3,2
d73cbd89533ce8b041a9190241453ac8,MG,3,89.56666666666666,12.21965663580247,0.0,619.3945539777122,4.333333333333333,0.0,3,3,268.7,89.56666666666666,16.863333333333333,3,1
75a4764c108403a7a0575140cb22287c,RS,5,143.38000000000002,11.546094907407408,0.0,1189.9353495699531,4.6,0.0,4,9,716.9,79.65555555555555,23.35,3,2
70c0fda4c313d87115644d39e62eec60,PE,1,25.99,9.881921296296296,0.0,1160.385432239454,5.0,0.0,1,1,25.99,25.99,37.09,1,1
26e13b6ff5b641b329e5524241ee2c93,SP,4,29.924999999999997,6.638492476851852,0.0,223.51424359007555,4.0,0.25,2,4,119.69999999999999,29.924999999999997,17.494999999999997,4,2
0ade5cc4a305ed7093a23f68ca47519c,PR,2,79.44,6.875769675925927,0.0,528.9669860492745,5.0,0.0,2,2,158.88,79.44,21.195,2,1
fc59392d66ef99377e50356ee4f3b4e1,BA,5,103.998,7.950819444444446,0.0,378.98888613082744,3.6,0.4,3,5,519.99,103.998,17.394,5,3
b18dc380845b24038cfc48006478f099,SP,43,180.3246511627907,12.824832848837211,0.11627906976744186,623.5153775479316,4.214285714285714,0.09523809523809523,10,48,7753.96,161.54083333333332,16.601458333333333,12,2
f22a247b79dd22ecd91dc8e3b2a1b07c,SP,8,54.9925,18.033972800925923,0.25,548.856629467304,4.0,0.125,6,8,439.94,54.9925,16.8625,5,1
889009a0ed0bb52c87819941192931b8,SP,1,89.9,12.207511574074074,0.0,2330.2515722407547,4.0,0.0,1,1,89.9,89.9,33.08,1,1
ffc470761de7d0232558ba5e786e57b7,SP,27,56.63444444444445,9.739319272976681,0.037037037037037035,593.8823445308216,4.444444444444445,0.037037037037037035,9,30,1529.13,50.971000000000004,14.036333333333333,15,8
